Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Salary_Imputed,Salary_Was_Missing,Salary_Was_College_Missing,Tenure_Months
501131,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,75949.0,Married,Star,6508.76,Standard,2014,10,,,75949.0,0,0,50
837517,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Star,6512.98,Standard,2017,9,,,73455.0,1,1,15
491987,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,88350.0,Divorced,Star,6514.43,Standard,2013,11,,,88350.0,0,0,61
664062,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Star,6514.95,Standard,2013,4,,,73455.0,1,1,68
184466,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,66488.0,Married,Star,6515.03,Standard,2013,7,,,66488.0,0,0,65
660119,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,6516.21,Standard,2012,5,,,73455.0,1,1,79
361439,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,100487.0,Married,Star,6520.82,Standard,2014,9,,,100487.0,0,0,51
178643,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,85038.0,Married,Star,6521.37,Standard,2017,9,,,85038.0,0,0,15
636012,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,85038.0,Married,Star,6521.37,Standard,2012,9,,,85038.0,0,0,75
724071,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,27569.0,Single,Nova,5704.68,2018 Promotion,2018,2,,,27569.0,0,0,10
911003,Canada,Ontario,Toronto,P1L 8X8,Male,High School or Below,46318.0,Single,Star,6529.43,Standard,2017,7,,,46318.0,0,0,17
972671,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,46318.0,Single,Star,6529.43,Standard,2013,11,2017.0,3.0,46318.0,0,0,40
526736,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,64381.0,Married,Star,6529.91,Standard,2016,7,2017.0,3.0,64381.0,0,0,8
382149,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,50141.0,Married,Star,6532.01,Standard,2013,12,,,50141.0,0,0,60
383399,Canada,Saskatchewan,Regina,S1J 3C5,Female,Doctor,188179.0,Divorced,Star,6540.2,Standard,2014,11,2018.0,7.0,188179.0,0,0,44
919557,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,72421.0,Divorced,Star,6545.8,Standard,2014,2,,,72421.0,0,0,58
924794,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,72421.0,Divorced,Star,6545.8,Standard,2012,11,,,72421.0,0,0,73
232907,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,,Single,Star,6553.94,Standard,2016,2,2017.0,7.0,73455.0,1,1,17
814748,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,86367.0,Married,Star,6554.39,Standard,2014,9,2018.0,9.0,86367.0,0,0,48
861696,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,86367.0,Married,Star,6554.39,Standard,2012,9,,,86367.0,0,0,75
222702,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Star,6556.1,Standard,2016,11,2017.0,10.0,73455.0,1,1,11
890543,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,59155.0,Single,Star,6558.88,Standard,2012,5,,,59155.0,0,0,79
611673,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,6559.35,Standard,2015,1,,,73455.0,1,1,47
485742,Canada,Yukon,Whitehorse,Y2K 6R0,Male,College,,Single,Star,6560.82,Standard,2012,9,,,73455.0,1,1,75
732304,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,82727.0,Married,Nova,5715.79,2018 Promotion,2018,4,,,82727.0,0,0,8
340925,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,93481.0,Married,Star,6575.45,Standard,2016,5,,,93481.0,0,0,31
862100,Canada,Quebec,Montreal,H2Y 4R4,Male,Doctor,53429.0,Single,Star,6575.54,Standard,2015,3,,,53429.0,0,0,45
845227,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Star,6582.45,Standard,2015,8,,,73455.0,1,1,40
135574,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,6601.61,Standard,2015,4,,,73455.0,1,1,44
137952,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,,Single,Star,6601.61,Standard,2013,7,,,73455.0,1,1,65
370066,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,6611.12,Standard,2016,7,,,73455.0,1,1,29
154606,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,75463.0,Married,Nova,6189.99,2018 Promotion,2018,3,,,75463.0,0,0,9
428152,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Single,Star,6612.22,Standard,2018,5,,,73455.0,1,1,7
956843,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,6612.22,Standard,2016,8,,,73455.0,1,1,28
180009,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Single,Star,6613.97,Standard,2012,10,,,73455.0,1,1,74
410958,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,98067.0,Married,Star,6615.82,Standard,2018,7,,,98067.0,0,0,5
517190,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,98067.0,Married,Star,6615.82,Standard,2016,3,,,98067.0,0,0,33
793980,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,6617.14,Standard,2013,10,,,73455.0,1,1,62
100272,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,91163.0,Divorced,Star,6622.05,Standard,2014,1,,,91163.0,0,0,59
227274,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,91163.0,Divorced,Star,6622.05,Standard,2018,6,,,91163.0,0,0,6
609971,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,98314.0,Married,Star,6627.17,Standard,2016,9,,,98314.0,0,0,27
829861,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Divorced,Star,6630.84,Standard,2014,8,,,73455.0,1,1,52
277370,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,78360.0,Married,Star,6633.14,Standard,2018,12,,,78360.0,0,0,0
503305,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,66499.0,Married,Star,6636.86,Standard,2016,11,,,66499.0,0,0,25
576736,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,76255.0,Single,Nova,6245.44,2018 Promotion,2018,4,,,76255.0,0,0,8
509345,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,85076.0,Married,Star,6639.33,Standard,2017,8,,,85076.0,0,0,16
575571,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,85076.0,Married,Star,6639.33,Standard,2016,1,,,85076.0,0,0,35
890051,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,102020.0,Married,Star,6646.75,Standard,2015,3,,,102020.0,0,0,45
711795,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,6647.85,Standard,2016,11,,,73455.0,1,1,25
686432,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Star,6650.46,Standard,2012,10,,,73455.0,1,1,74
773095,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,76573.0,Married,Nova,6269.59,2018 Promotion,2018,3,,,76573.0,0,0,9
507567,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,104712.0,Married,Star,6650.82,Standard,2016,7,,,104712.0,0,0,29
251223,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,57434.0,Married,Star,6652.47,Standard,2017,9,,,57434.0,0,0,15
982715,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,57434.0,Married,Star,6652.47,Standard,2013,6,,,57434.0,0,0,66
333799,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Star,6656.71,Standard,2014,2,,,73455.0,1,1,58
159688,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,68887.0,Married,Star,6672.06,Standard,2015,12,,,68887.0,0,0,36
641879,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,73492.0,Married,Star,6672.13,Standard,2017,9,,,73492.0,0,0,15
695686,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,73492.0,Married,Star,6672.13,Standard,2016,10,,,73492.0,0,0,26
441135,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,94119.0,Married,Star,6673.74,Standard,2016,2,,,94119.0,0,0,34
509809,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Star,6674.18,Standard,2018,1,,,73455.0,1,1,11
192898,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Star,6674.45,Standard,2014,1,,,73455.0,1,1,59
427388,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,6677.42,Standard,2017,3,2017.0,11.0,73455.0,1,1,8
473636,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Married,Star,6677.42,Standard,2015,3,,,73455.0,1,1,45
637532,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,49785.0,Married,Star,6680.15,Standard,2014,9,,,49785.0,0,0,51
618329,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,73082.0,Married,Star,6685.07,Standard,2013,5,,,73082.0,0,0,67
335365,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,54969.0,Married,Star,6685.8,Standard,2013,10,,,54969.0,0,0,62
445432,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,48183.0,Married,Star,6686.13,Standard,2015,11,,,48183.0,0,0,37
159359,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,73602.0,Married,Star,6689.02,Standard,2018,1,,,73602.0,0,0,11
422349,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,73602.0,Married,Star,6689.02,Standard,2012,11,,,73602.0,0,0,73
607117,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,73602.0,Married,Star,6689.02,Standard,2012,11,,,73602.0,0,0,73
574163,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,6699.22,Standard,2013,10,,,73455.0,1,1,62
358513,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,73176.0,Married,Star,6701.57,Standard,2012,9,,,73176.0,0,0,75
444661,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,56797.0,Married,Star,6701.77,Standard,2015,9,2017.0,3.0,56797.0,0,0,18
877034,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,,Divorced,Star,6707.99,Standard,2018,11,,,73455.0,1,1,1
447092,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,6715.34,Standard,2016,4,,,73455.0,1,1,32
370877,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,60758.0,Married,Star,6727.62,Standard,2015,8,,,60758.0,0,0,40
385593,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Star,6729.87,Standard,2014,8,,,73455.0,1,1,52
744234,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Star,6732.97,Standard,2015,7,,,73455.0,1,1,41
503560,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,6739.32,Standard,2012,12,,,73455.0,1,1,72
561481,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,6745.25,Standard,2015,5,,,73455.0,1,1,43
245227,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,62957.0,Married,Star,6751.78,Standard,2018,5,,,62957.0,0,0,7
882718,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62957.0,Married,Star,6751.78,Standard,2015,10,,,62957.0,0,0,38
951116,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,56265.0,Married,Star,6756.65,Standard,2017,12,2018.0,8.0,56265.0,0,0,8
112393,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,6763.18,Standard,2014,2,,,73455.0,1,1,58
716932,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,46575.0,Married,Star,6766.56,Standard,2013,6,,,46575.0,0,0,66
528712,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,88252.0,Single,Star,6769.0,Standard,2017,6,,,88252.0,0,0,18
648596,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Star,6769.32,Standard,2017,1,,,73455.0,1,1,23
145192,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,6776.35,Standard,2012,5,,,73455.0,1,1,79
239955,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,,Married,Nova,6366.23,2018 Promotion,2018,3,,,72646.0,1,0,9
115805,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,54096.0,Divorced,Star,6781.13,Standard,2014,11,,,54096.0,0,0,49
362055,Canada,Alberta,Banff,T4V 1D4,Male,College,,Single,Star,6781.27,Standard,2014,4,,,73455.0,1,1,56
763618,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Single,Star,6781.27,Standard,2016,8,2017.0,4.0,73455.0,1,1,8
411897,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,51017.0,Married,Star,6782.56,Standard,2012,11,,,51017.0,0,0,73
626973,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Star,6803.62,Standard,2015,8,,,73455.0,1,1,40
914920,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Divorced,Star,6811.58,Standard,2013,12,2014.0,8.0,73455.0,1,1,8
589074,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Nova,6414.08,2018 Promotion,2018,4,2018.0,8.0,73455.0,1,1,4
888901,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,48365.0,Divorced,Star,6819.23,Standard,2016,5,2017.0,1.0,48365.0,0,0,8
174803,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,6826.8,Standard,2017,4,,,73455.0,1,1,20
560505,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,6827.04,Standard,2017,9,,,73455.0,1,1,15
208375,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,68839.0,Married,Star,6832.13,Standard,2018,1,,,68839.0,0,0,11
281118,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,68839.0,Married,Star,6832.13,Standard,2017,12,,,68839.0,0,0,12
289139,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,69854.0,Married,Star,6837.93,Standard,2015,1,,,69854.0,0,0,47
107212,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,240146.0,Married,Star,6842.58,Standard,2013,2,,,240146.0,0,0,70
514145,Canada,Ontario,Toronto,P5S 6R4,Male,Doctor,240146.0,Married,Star,6842.58,Standard,2015,11,,,240146.0,0,0,37
172983,Canada,Alberta,Banff,T4V 1D4,Male,College,,Divorced,Star,6846.15,Standard,2017,5,,,73455.0,1,1,19
343605,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Divorced,Star,6846.15,Standard,2015,2,,,73455.0,1,1,46
400404,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Divorced,Star,6846.15,Standard,2016,2,2017.0,11.0,73455.0,1,1,21
961682,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Divorced,Star,6846.15,Standard,2017,1,,,73455.0,1,1,23
645072,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,83889.0,Married,Star,6847.12,Standard,2014,5,,,83889.0,0,0,55
345840,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Divorced,Star,6860.59,Standard,2018,1,,,73455.0,1,1,11
220802,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,6861.28,Standard,2013,10,,,73455.0,1,1,62
543326,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,54456.0,Married,Star,6861.75,Standard,2013,11,,,54456.0,0,0,61
797675,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,54456.0,Married,Star,6861.75,Standard,2015,4,2017.0,11.0,54456.0,0,0,31
320042,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,6863.71,Standard,2017,5,,,73455.0,1,1,19
622610,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,6863.71,Standard,2013,2,,,73455.0,1,1,70
808353,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Divorced,Star,6866.09,Standard,2014,2,,,73455.0,1,1,58
347013,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,,Married,Nova,6446.71,2018 Promotion,2018,3,,,72646.0,1,0,9
673492,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Nova,6875.61,2018 Promotion,2018,2,,,73455.0,1,1,10
787911,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,6874.85,Standard,2018,12,,,73455.0,1,1,0
577156,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,91879.0,Divorced,Star,6876.31,Standard,2014,3,,,91879.0,0,0,57
787763,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,79178.0,Married,Star,6883.67,Standard,2016,8,,,79178.0,0,0,28
511483,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,57236.0,Married,Star,6886.32,Standard,2018,7,,,57236.0,0,0,5
830564,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Divorced,Star,6889.1,Standard,2015,5,,,73455.0,1,1,43
316644,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,56629.0,Divorced,Star,6889.52,Standard,2012,8,,,56629.0,0,0,76
506776,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Star,6889.56,Standard,2014,12,,,73455.0,1,1,48
876538,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Star,6889.56,Standard,2014,8,,,73455.0,1,1,52
217051,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Star,6893.17,Standard,2014,6,,,73455.0,1,1,54
832597,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,130839.0,Divorced,Star,6895.31,Standard,2014,2,,,130839.0,0,0,58
804328,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,6896.09,Standard,2014,8,,,73455.0,1,1,52
836665,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,83824.0,Married,Star,6898.46,Standard,2015,4,,,83824.0,0,0,44
340736,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59207.0,Married,Star,6899.71,Standard,2014,5,2016.0,3.0,59207.0,0,0,22
584426,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,59207.0,Married,Star,6899.71,Standard,2013,1,2013.0,9.0,59207.0,0,0,8
805013,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Married,Star,6900.95,Standard,2017,12,,,73455.0,1,1,12
740608,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Master,123546.0,Divorced,Star,6913.57,Standard,2015,12,,,123546.0,0,0,36
122456,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,102601.0,Married,Star,6915.73,Standard,2017,2,,,102601.0,0,0,22
548390,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,268345.0,Married,Nova,7138.17,2018 Promotion,2018,4,,,268345.0,0,0,8
857914,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,81325.0,Married,Star,6921.0,Standard,2013,10,,,81325.0,0,0,62
815718,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Married,Star,6940.07,Standard,2012,8,,,73455.0,1,1,76
597237,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Star,6940.97,Standard,2014,7,,,73455.0,1,1,53
192556,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Star,6941.87,Standard,2018,11,,,73455.0,1,1,1
358384,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,6943.74,Standard,2014,5,,,73455.0,1,1,55
636177,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,120975.0,Married,Star,6945.02,Standard,2012,6,,,120975.0,0,0,78
445673,Canada,Alberta,Peace River,T9O 2W2,Male,College,,Single,Star,6947.52,Standard,2014,9,,,73455.0,1,1,51
920326,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,51716.0,Divorced,Nova,7176.59,2018 Promotion,2018,2,,,51716.0,0,0,10
542089,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Single,Star,6947.84,Standard,2016,9,2017.0,5.0,73455.0,1,1,8
494062,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,47776.0,Married,Star,6950.1,Standard,2012,11,,,47776.0,0,0,73
392098,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Star,6964.05,Standard,2016,11,,,73455.0,1,1,25
336451,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,50501.0,Married,Star,6965.42,Standard,2018,11,,,50501.0,0,0,1
677976,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,50501.0,Married,Star,6965.42,Standard,2017,8,2018.0,4.0,50501.0,0,0,8
240942,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Single,Star,6968.34,Standard,2016,8,,,73455.0,1,1,28
221204,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Doctor,269847.0,Married,Star,6969.88,Standard,2013,10,,,269847.0,0,0,62
473204,Canada,Ontario,Toronto,P2T 6G3,Female,Doctor,256041.0,Married,Star,6974.92,Standard,2016,11,,,256041.0,0,0,25
326823,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,71281.0,Married,Star,6978.72,Standard,2016,9,,,71281.0,0,0,27
745769,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,71281.0,Married,Star,6978.72,Standard,2016,5,,,71281.0,0,0,31
407924,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Star,6979.54,Standard,2014,5,2016.0,8.0,73455.0,1,1,27
206890,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,57397.0,Married,Star,6981.08,Standard,2015,12,,,57397.0,0,0,36
748174,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Star,6986.6,Standard,2015,1,2017.0,1.0,73455.0,1,1,24
604724,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,48324.0,Married,Star,6988.4,Standard,2013,1,,,48324.0,0,0,71
225262,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,58114.0,Married,Star,6991.25,Standard,2016,7,,,58114.0,0,0,29
164013,Canada,Ontario,London,M5B 3E4,Female,Bachelor,80455.0,Married,Star,6991.61,Standard,2017,1,,,80455.0,0,0,23
392619,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,6993.84,Standard,2014,2,,,73455.0,1,1,58
794136,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,6993.84,Standard,2016,1,,,73455.0,1,1,35
405735,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,72792.0,Married,Star,6997.01,Standard,2018,11,,,72792.0,0,0,1
941109,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,73572.0,Married,Star,6997.83,Standard,2013,12,,,73572.0,0,0,60
691700,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Star,7007.27,Standard,2015,4,2018.0,8.0,73455.0,1,1,40
208668,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,99306.0,Divorced,Star,7013.44,Standard,2018,7,,,99306.0,0,0,5
636753,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,99306.0,Divorced,Star,7013.44,Standard,2017,3,,,99306.0,0,0,21
191917,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Star,7017.15,Standard,2017,2,,,73455.0,1,1,22
140208,Canada,Quebec,Tremblant,H5Y 2S9,Male,Master,123841.0,Married,Star,7019.18,Standard,2015,3,,,123841.0,0,0,45
179590,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Master,123841.0,Married,Star,7019.18,Standard,2014,5,,,123841.0,0,0,55
186539,Canada,Quebec,Montreal,H2T 9K8,Male,Master,123841.0,Married,Star,7019.18,Standard,2014,12,2018.0,12.0,123841.0,0,0,48
345099,Canada,Alberta,Edmonton,T3G 6Y6,Male,Master,123841.0,Married,Star,7019.18,Standard,2015,3,,,123841.0,0,0,45
745565,Canada,British Columbia,Whistler,V6T 1Y8,Female,Master,123841.0,Married,Star,7019.18,Standard,2015,11,2016.0,7.0,123841.0,0,0,8
767428,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,67116.0,Married,Star,7025.65,Standard,2014,2,,,67116.0,0,0,58
436475,Canada,Ontario,Toronto,P1J 8T7,Female,Master,89964.0,Married,Star,7031.46,Standard,2015,9,,,89964.0,0,0,39
893549,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,51119.0,Married,Star,7031.79,Standard,2013,8,,,51119.0,0,0,64
751664,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,48852.0,Married,Star,7034.35,Standard,2013,1,,,48852.0,0,0,71
876409,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,88423.0,Married,Star,7035.76,Standard,2013,6,,,88423.0,0,0,66
781480,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,95307.0,Married,Star,7035.97,Standard,2016,4,,,95307.0,0,0,32
251521,Canada,Quebec,Montreal,H4G 3T4,Female,High School or Below,68778.0,Single,Star,7048.38,Standard,2018,6,,,68778.0,0,0,6
688902,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,178806.0,Married,Star,7048.54,Standard,2015,4,2015.0,6.0,178806.0,0,0,2
382739,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Nova,7286.16,2018 Promotion,2018,3,,,73455.0,1,1,9
918756,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,70676.0,Divorced,Star,7053.3,Standard,2014,5,,,70676.0,0,0,55
442609,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,94407.0,Divorced,Star,7060.21,Standard,2014,12,,,94407.0,0,0,48
780104,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,94407.0,Divorced,Star,7060.21,Standard,2014,2,2017.0,1.0,94407.0,0,0,35
473758,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,48899.0,Married,Star,7078.95,Standard,2013,3,,,48899.0,0,0,69
572066,Canada,Ontario,Toronto,P1L 8X8,Female,Doctor,227303.0,Married,Star,7079.79,Standard,2018,7,,,227303.0,0,0,5
689000,Canada,British Columbia,Victoria,V10 6T5,Female,Doctor,276623.0,Married,Star,7080.13,Standard,2012,5,,,276623.0,0,0,79
379041,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,100585.0,Married,Star,7081.69,Standard,2018,6,,,100585.0,0,0,6
990728,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,62237.0,Married,Star,7083.21,Standard,2018,11,,,62237.0,0,0,1
698443,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,52484.0,Divorced,Star,7089.05,Standard,2016,5,,,52484.0,0,0,31
839132,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,75768.0,Single,Nova,7412.14,2018 Promotion,2018,2,,,75768.0,0,0,10
724989,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,48760.0,Married,Star,7094.17,Standard,2013,5,,,48760.0,0,0,67
