Loyalty Number,Recency_Last_Flight,Recency_Last_Redeem,Total_Flights_2017,Total_Distance_2017,Points_Earned_2017,Points_Redeemed_2017,Dollar_Redeemed_2017,Active_Months_2017,Had_Outlier_Flight,Avg_Flights_Per_Month,Avg_Flights_Per_Active_Month,Redemption_Rate_2017,Never_Flew_2017,Has_Redeemed_2017,H1_Flights,H2_Flights,Flight_Trend_Abs,Flight_Trend_Pct,Seasonality_Index,CLV,Salary_Imputed,Education_Encoded,Loyalty_Card_Encoded,Tenure_Months,Salary_Was_Missing,Salary_Was_College_Missing,Churned,Zero_Activity_2018,Formal_Cancel
707023,0.0,3.0,25.0,50578.0,50578.0,925.0,167.0,7,0,2.0833333333333335,3.5714285714285716,0.018288583969314723,0,1,11.0,14.0,3.0,0.25,1.76,9036.66,97312.0,3,1,32,0,0,0,0,0
697169,2.0,6.0,11.0,12942.0,12942.0,506.0,91.0,5,0,0.9166666666666666,2.2,0.03909751197651059,0,1,1.0,10.0,9.0,4.5,2.909090909090909,9045.11,70376.0,3,1,62,0,0,0,0,0
856818,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9045.11,70376.0,3,1,7,0,0,0,0,0
296217,2.0,12.0,11.0,15586.0,15586.0,0.0,0.0,3,0,0.9166666666666666,3.6666666666666665,0.0,0,0,1.0,10.0,9.0,4.5,2.1818181818181817,9047.12,73455.0,2,1,20,1,1,0,0,0
177700,0.0,12.0,25.0,32146.0,32146.0,0.0,0.0,6,0,2.0833333333333335,4.166666666666667,0.0,0,0,6.0,19.0,13.0,1.8571428571428572,1.92,9048.98,73455.0,2,1,21,1,1,0,0,0
307178,0.0,12.0,10.0,19174.0,19174.0,0.0,0.0,4,0,0.8333333333333334,2.5,0.0,0,0,1.0,9.0,8.0,4.0,3.2,9048.98,73455.0,2,1,21,1,1,0,0,0
459936,0.0,0.0,24.0,37922.0,37922.0,540.0,97.0,8,0,2.0,3.0,0.014239755287168398,0,1,11.0,13.0,2.0,0.16666666666666666,1.5,9048.98,73455.0,2,1,45,1,1,0,0,0
508126,0.0,12.0,13.0,23574.0,23574.0,0.0,0.0,6,0,1.0833333333333333,2.1666666666666665,0.0,0,0,7.0,6.0,-1.0,-0.125,1.5384615384615385,9048.98,73455.0,2,1,47,1,1,0,0,0
807289,0.0,12.0,31.0,58819.0,58819.0,0.0,0.0,10,0,2.5833333333333335,3.1,0.0,0,0,11.0,20.0,9.0,0.75,1.6774193548387097,9048.98,73455.0,2,1,31,1,1,0,0,0
161180,0.0,1.0,23.0,37051.0,37051.0,957.0,173.0,9,0,1.9166666666666667,2.5555555555555554,0.02582926236808723,0,1,9.0,14.0,5.0,0.5,1.7391304347826086,9051.91,51157.0,3,1,76,0,0,0,0,0
169302,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9052.95,39370.0,1,1,12,0,0,0,0,0
839412,1.0,12.0,9.0,9297.0,9297.0,0.0,0.0,4,0,0.75,2.25,0.0,0,0,1.0,8.0,7.0,3.5,2.6666666666666665,9060.2,73673.0,3,1,66,0,0,0,0,0
559657,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9061.06,85966.0,3,1,71,0,0,1,1,0
678544,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9061.06,85966.0,3,1,74,0,0,1,1,0
145220,0.0,3.0,17.0,22536.0,22536.0,1039.0,187.0,8,0,1.4166666666666667,2.125,0.04610401135960241,0,1,3.0,14.0,11.0,2.75,1.8823529411764706,9061.77,59691.0,3,1,33,0,0,0,0,0
986507,0.0,12.0,8.0,10125.0,10125.0,0.0,0.0,3,0,0.6666666666666666,2.6666666666666665,0.0,0,0,0.0,8.0,8.0,8.0,3.5,9061.77,59691.0,3,1,17,0,0,0,0,0
796705,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9065.26,61181.0,3,1,4,0,0,0,0,0
535327,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9075.77,59510.0,3,1,2,0,0,0,0,0
924173,1.0,11.0,9.0,14421.0,14421.0,508.0,91.0,4,0,0.75,2.25,0.03522640593578809,0,1,4.0,5.0,1.0,0.2,1.3333333333333333,9075.77,59510.0,3,1,75,0,0,0,0,0
986208,0.0,12.0,9.0,12976.0,12976.0,0.0,0.0,3,0,0.75,3.0,0.0,0,0,0.0,9.0,9.0,9.0,3.5555555555555554,9075.77,59510.0,3,1,19,0,0,0,0,0
340583,0.0,8.0,27.0,33914.0,33914.0,496.0,89.0,11,0,2.25,2.4545454545454546,0.014625228519195612,0,1,11.0,16.0,5.0,0.4166666666666667,1.6296296296296295,9080.28,81719.0,3,1,19,0,0,0,0,0
911906,0.0,1.0,24.0,45349.0,45349.0,1547.0,278.0,10,0,2.0,2.4,0.03411321087565327,0,1,10.0,14.0,4.0,0.36363636363636365,1.5,9082.83,57101.0,3,1,74,0,0,0,0,0
292021,0.0,1.0,14.0,20270.0,20270.0,1406.0,254.0,5,0,1.1666666666666667,2.8,0.06936359151455353,0,1,4.0,10.0,6.0,1.2,1.7142857142857142,9095.05,59667.0,3,1,60,0,0,0,0,0
476258,0.0,12.0,27.0,41963.0,41963.0,0.0,0.0,8,0,2.25,3.375,0.0,0,0,7.0,20.0,13.0,1.625,1.7777777777777777,9095.05,59667.0,3,1,67,0,0,0,0,0
979053,2.0,6.0,16.0,24141.0,24141.0,797.0,143.0,7,0,1.3333333333333333,2.2857142857142856,0.03301437388674869,0,1,10.0,6.0,-4.0,-0.36363636363636365,1.75,9095.05,59667.0,3,1,31,0,0,0,0,0
798708,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9095.15,79546.0,3,1,8,0,0,1,0,1
645057,0.0,12.0,18.0,36016.0,36016.0,0.0,0.0,7,0,1.5,2.5714285714285716,0.0,0,0,10.0,8.0,-2.0,-0.18181818181818182,2.0,9095.74,73455.0,2,1,22,1,1,0,0,0
653070,0.0,5.0,29.0,44767.0,44767.0,762.0,137.0,10,0,2.4166666666666665,2.9,0.017021466705385662,0,1,13.0,16.0,3.0,0.21428571428571427,1.5172413793103448,9100.73,75214.0,3,1,71,0,0,0,0,0
805159,0.0,12.0,14.0,19820.0,19820.0,0.0,0.0,5,0,1.1666666666666667,2.8,0.0,0,0,4.0,10.0,6.0,1.2,2.857142857142857,9101.52,67052.0,3,1,79,0,0,0,0,0
751602,6.0,7.0,10.0,12204.0,12204.0,444.0,80.0,3,0,0.8333333333333334,3.3333333333333335,0.03638151425762045,0,1,10.0,0.0,-10.0,-0.9090909090909091,3.2,9102.27,250152.0,5,1,65,0,0,0,0,0
383656,0.0,1.0,11.0,14299.0,14299.0,371.0,67.0,6,0,0.9166666666666666,1.8333333333333333,0.02594587034058326,0,1,5.0,6.0,1.0,0.16666666666666666,1.8181818181818181,9103.9,80007.0,3,1,25,0,0,0,0,0
900726,1.0,8.0,19.0,33772.0,33772.0,441.0,79.0,8,0,1.5833333333333333,2.375,0.013058154684353902,0,1,15.0,4.0,-11.0,-0.6875,1.6842105263157894,9103.9,80007.0,3,1,30,0,0,0,0,0
850034,0.0,1.0,30.0,48882.0,48882.0,426.0,77.0,11,0,2.5,2.727272727272727,0.008714864367251749,0,1,13.0,17.0,4.0,0.2857142857142857,1.3333333333333333,9112.27,73455.0,2,1,39,1,1,0,0,0
477517,1.0,10.0,18.0,22203.0,22203.0,479.0,86.0,6,0,1.5,3.0,0.021573661216952665,0,1,7.0,11.0,4.0,0.5,1.7777777777777777,9113.69,88032.0,3,1,49,0,0,0,0,0
708692,0.0,12.0,20.0,30034.0,30034.0,0.0,0.0,8,0,1.6666666666666667,2.5,0.0,0,0,9.0,11.0,2.0,0.2,1.8,9114.28,94795.0,3,1,78,0,0,0,0,0
162166,1.0,12.0,23.0,34857.0,34857.0,0.0,0.0,8,0,1.9166666666666667,2.875,0.0,0,0,8.0,15.0,7.0,0.7777777777777778,1.7391304347826086,9117.44,73455.0,2,1,21,1,1,0,0,0
503615,0.0,12.0,27.0,39121.0,39121.0,0.0,0.0,7,0,2.25,3.857142857142857,0.0,0,0,6.0,21.0,15.0,2.142857142857143,1.9259259259259258,9118.93,56700.0,3,1,36,0,0,0,0,0
801391,1.0,1.0,18.0,31863.0,31863.0,785.0,141.0,6,0,1.5,3.0,0.024636725983115212,0,1,7.0,11.0,4.0,0.5,1.3333333333333333,9123.91,83669.0,3,1,61,0,0,0,0,0
515645,2.0,12.0,20.0,32214.0,32214.0,0.0,0.0,8,0,1.6666666666666667,2.5,0.0,0,0,17.0,3.0,-14.0,-0.7777777777777778,1.8,9135.29,101665.0,3,1,57,0,0,0,0,0
709595,0.0,10.0,25.0,33553.0,33553.0,339.0,61.0,7,0,2.0833333333333335,3.5714285714285716,0.010103418472267756,0,1,12.0,13.0,1.0,0.07692307692307693,1.92,9144.86,47383.0,3,1,78,0,0,0,0,0
503217,0.0,2.0,28.0,43994.0,43994.0,825.0,149.0,8,0,2.3333333333333335,3.5,0.018752557166886393,0,1,11.0,17.0,6.0,0.5,1.2857142857142858,9148.88,81838.0,3,1,72,0,0,0,0,0
637151,0.0,0.0,11.0,16735.0,16735.0,912.0,164.0,4,0,0.9166666666666666,2.75,0.05449656408724231,0,1,6.0,5.0,-1.0,-0.14285714285714285,1.4545454545454546,9156.27,76690.0,3,1,40,0,0,0,0,0
572927,2.0,12.0,1.0,1722.0,1722.0,0.0,0.0,1,0,0.08333333333333333,1.0,0.0,0,0,0.0,1.0,1.0,1.0,4.0,9156.32,75537.0,3,1,15,0,0,0,0,0
550856,0.0,0.0,24.0,30676.0,30676.0,1445.0,260.0,7,0,2.0,3.4285714285714284,0.04710522884339549,0,1,5.0,19.0,14.0,2.3333333333333335,1.8333333333333333,9161.66,99054.0,3,1,40,0,0,0,0,0
664084,0.0,3.0,25.0,28182.0,28182.0,916.0,165.0,8,0,2.0833333333333335,3.125,0.032503016109573485,0,1,6.0,19.0,13.0,1.8571428571428572,1.92,9161.66,99054.0,3,1,24,0,0,0,0,0
980145,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9162.06,80893.0,1,1,72,0,0,1,1,0
324139,0.0,3.0,19.0,23594.0,23594.0,634.0,114.0,8,0,1.5833333333333333,2.375,0.026871238450453507,0,1,9.0,10.0,1.0,0.1,1.894736842105263,9165.72,71269.0,3,1,68,0,0,0,0,0
472356,0.0,11.0,22.0,32340.0,32340.0,528.0,95.0,8,0,1.8333333333333333,2.75,0.0163265306122449,0,1,11.0,11.0,0.0,0.0,1.2727272727272727,9191.73,49339.0,3,1,42,0,0,0,0,0
156673,0.0,4.0,17.0,26884.0,26884.0,1168.0,211.0,8,0,1.4166666666666667,2.125,0.04344591578634132,0,1,8.0,9.0,1.0,0.1111111111111111,1.1764705882352942,9198.69,55002.0,3,1,62,0,0,0,0,0
299165,1.0,12.0,2.0,1050.0,1050.0,0.0,0.0,1,0,0.16666666666666666,2.0,0.0,0,0,0.0,2.0,2.0,2.0,4.0,9198.69,55002.0,3,1,14,0,0,0,0,0
988594,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9206.43,72549.0,3,1,5,0,0,0,0,0
194709,0.0,12.0,19.0,26470.0,26470.0,0.0,0.0,7,0,1.5833333333333333,2.7142857142857144,0.0,0,0,8.0,11.0,3.0,0.3333333333333333,1.4736842105263157,9217.13,85514.0,3,1,46,0,0,0,0,0
462638,0.0,12.0,12.0,15139.0,15139.0,0.0,0.0,4,0,1.0,3.0,0.0,0,0,3.0,9.0,6.0,1.5,2.0,9227.57,73455.0,2,1,60,1,1,0,0,0
376969,0.0,12.0,17.0,27551.0,27551.0,0.0,0.0,7,0,1.4166666666666667,2.4285714285714284,0.0,0,0,3.0,14.0,11.0,2.75,1.8823529411764706,9246.22,61200.0,3,1,20,0,0,0,0,0
496820,2.0,8.0,19.0,31345.0,31345.0,353.0,64.0,7,0,1.5833333333333333,2.7142857142857144,0.01126176423672037,0,1,6.0,13.0,7.0,1.0,2.526315789473684,9247.46,102909.0,3,1,52,0,0,1,0,1
499963,1.0,6.0,10.0,11908.0,11908.0,785.0,141.0,4,0,0.8333333333333334,2.5,0.06592206919717837,0,1,2.0,8.0,6.0,2.0,1.6,9247.55,94584.0,3,1,19,0,0,0,0,0
834286,0.0,5.0,29.0,32297.0,32297.0,971.0,175.0,8,0,2.4166666666666665,3.625,0.030064711892745455,0,1,13.0,16.0,3.0,0.21428571428571427,1.5172413793103448,9259.72,73455.0,2,1,76,1,1,0,0,0
622776,0.0,12.0,1.0,1528.0,1528.0,0.0,0.0,1,0,0.08333333333333333,1.0,0.0,0,0,0.0,1.0,1.0,1.0,4.0,9259.73,136921.0,5,1,15,0,0,0,0,0
167335,0.0,5.0,22.0,22173.0,22173.0,798.0,144.0,8,0,1.8333333333333333,2.75,0.03598971722365039,0,1,14.0,8.0,-6.0,-0.4,1.2727272727272727,9264.33,82444.0,3,1,74,0,0,0,0,0
421252,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9264.57,72765.0,3,1,2,0,0,0,0,0
794552,2.0,1.0,12.0,18381.0,18381.0,444.0,80.0,5,0,1.0,2.4,0.024155377835808716,0,1,5.0,7.0,2.0,0.3333333333333333,1.6666666666666667,9264.57,72765.0,3,1,21,0,0,0,0,0
180922,0.0,12.0,11.0,14214.0,14214.0,0.0,0.0,5,0,0.9166666666666666,2.2,0.0,0,0,3.0,8.0,5.0,1.25,2.5454545454545454,9268.67,73654.0,3,1,72,0,0,0,0,0
937418,1.0,7.0,17.0,23157.0,23157.0,556.0,100.0,8,0,1.4166666666666667,2.125,0.02401001856889925,0,1,9.0,8.0,-1.0,-0.1,1.411764705882353,9277.23,84165.0,3,1,51,0,0,0,0,0
895451,0.0,12.0,28.0,42876.0,42876.0,0.0,0.0,9,0,2.3333333333333335,3.111111111111111,0.0,0,0,10.0,18.0,8.0,0.7272727272727273,2.142857142857143,9277.47,103420.0,3,1,68,0,0,0,0,0
429292,0.0,12.0,10.0,11081.0,11081.0,0.0,0.0,5,0,0.8333333333333334,2.0,0.0,0,0,8.0,2.0,-6.0,-0.6666666666666666,2.0,9283.74,49698.0,3,1,48,0,0,0,0,0
822211,1.0,1.0,13.0,20183.0,20183.0,1252.0,225.0,6,0,1.0833333333333333,2.1666666666666665,0.06203240350790269,0,1,8.0,5.0,-3.0,-0.3333333333333333,1.5384615384615385,9294.09,81332.0,3,1,53,0,0,0,0,0
165900,1.0,5.0,20.0,21359.0,21359.0,688.0,124.0,8,0,1.6666666666666667,2.5,0.032211245844842924,0,1,8.0,12.0,4.0,0.4444444444444444,1.4,9294.55,47544.0,3,1,73,0,0,0,0,0
216683,0.0,8.0,23.0,34665.0,34665.0,861.0,155.0,8,0,1.9166666666666667,2.875,0.024837732583297273,0,1,15.0,8.0,-7.0,-0.4375,1.9130434782608696,9295.41,73455.0,2,1,27,1,1,0,0,0
718745,3.0,12.0,6.0,7798.0,7798.0,0.0,0.0,3,0,0.5,2.0,0.0,0,0,5.0,1.0,-4.0,-0.6666666666666666,2.6666666666666665,9295.41,73455.0,2,1,24,1,1,0,0,0
297607,2.0,12.0,11.0,18330.0,18330.0,0.0,0.0,3,0,0.9166666666666666,3.6666666666666665,0.0,0,0,0.0,11.0,11.0,11.0,2.909090909090909,9298.89,48074.0,3,1,29,0,0,0,0,0
793619,0.0,0.0,9.0,15208.0,15208.0,671.0,121.0,4,0,0.75,2.25,0.044121514992109416,0,1,0.0,9.0,9.0,9.0,2.6666666666666665,9320.09,61373.0,3,1,19,0,0,0,0,0
393380,0.0,12.0,24.0,40026.0,40026.0,0.0,0.0,8,0,2.0,3.0,0.0,0,0,16.0,8.0,-8.0,-0.47058823529411764,1.6666666666666667,9320.24,57314.0,1,1,41,0,0,0,0,0
903290,1.0,12.0,22.0,32078.0,32078.0,0.0,0.0,7,0,1.8333333333333333,3.142857142857143,0.0,0,0,15.0,7.0,-8.0,-0.5,1.4545454545454546,9321.28,73455.0,2,1,33,1,1,0,0,0
994308,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9336.12,65027.0,3,1,12,0,0,0,0,0
441128,1.0,7.0,19.0,28022.0,28022.0,861.0,155.0,7,0,1.5833333333333333,2.7142857142857144,0.03072585825422882,0,1,5.0,14.0,9.0,1.5,1.4736842105263157,9336.34,83259.0,3,1,42,0,0,0,0,0
857708,2.0,12.0,22.0,29693.0,29693.0,0.0,0.0,6,0,1.8333333333333333,3.6666666666666665,0.0,0,0,12.0,10.0,-2.0,-0.15384615384615385,1.4545454545454546,9336.34,83259.0,3,1,69,0,0,0,0,0
800831,0.0,0.0,3.0,6386.0,6386.0,523.0,94.0,2,0,0.25,1.5,0.08189790165988099,0,1,0.0,3.0,3.0,3.0,4.0,9350.87,73455.0,2,1,15,1,1,0,0,0
264632,0.0,3.0,35.0,44639.0,44639.0,1071.0,192.0,11,0,2.9166666666666665,3.1818181818181817,0.02399247294966285,0,1,17.0,18.0,1.0,0.05555555555555555,1.2571428571428571,9352.48,87107.0,3,1,71,0,0,0,0,0
482218,2.0,12.0,17.0,27181.0,27181.0,0.0,0.0,5,0,1.4166666666666667,3.4,0.0,0,0,6.0,11.0,5.0,0.7142857142857143,1.8823529411764706,9352.48,87107.0,3,1,42,0,0,0,0,0
145177,0.0,0.0,26.0,33469.0,33469.0,1234.0,222.0,11,0,2.1666666666666665,2.3636363636363638,0.03686993934685829,0,1,11.0,15.0,4.0,0.3333333333333333,1.3846153846153846,9354.13,73455.0,2,1,57,1,1,0,0,0
186593,4.0,12.0,17.0,23609.0,23609.0,0.0,0.0,6,0,1.4166666666666667,2.8333333333333335,0.0,0,0,13.0,4.0,-9.0,-0.6428571428571429,2.3529411764705883,9357.74,56098.0,3,1,48,0,0,0,0,0
470591,0.0,12.0,18.0,27340.0,27340.0,0.0,0.0,8,0,1.5,2.25,0.0,0,0,10.0,8.0,-2.0,-0.18181818181818182,1.3333333333333333,9357.74,56098.0,3,1,31,0,0,0,0,0
374850,0.0,7.0,18.0,26672.0,26672.0,412.0,74.0,9,0,1.5,2.0,0.015446910617876425,0,1,8.0,10.0,2.0,0.2222222222222222,1.3333333333333333,9368.27,64821.0,3,1,42,0,0,0,0,0
841456,1.0,1.0,16.0,18923.0,18923.0,452.0,81.0,7,0,1.3333333333333333,2.2857142857142856,0.023886275960471385,0,1,14.0,2.0,-12.0,-0.8,2.25,9372.84,73455.0,2,1,38,1,1,0,0,0
746796,9.0,12.0,4.0,3852.0,3852.0,0.0,0.0,2,0,0.3333333333333333,2.0,0.0,0,0,4.0,0.0,-4.0,-0.8,4.0,9378.63,58299.0,3,1,14,0,0,1,1,1
677751,0.0,7.0,22.0,21267.0,21267.0,413.0,74.0,8,0,1.8333333333333333,2.75,0.01941975831099826,0,1,5.0,17.0,12.0,2.0,2.0,9384.48,73455.0,2,1,37,1,1,0,0,0
963523,0.0,2.0,14.0,23421.0,23421.0,419.0,75.0,5,0,1.1666666666666667,2.8,0.017889927842534476,0,1,8.0,6.0,-2.0,-0.2222222222222222,1.7142857142857142,9384.48,73455.0,2,1,51,1,1,0,0,0
279231,1.0,12.0,6.0,5095.0,5095.0,0.0,0.0,3,0,0.5,2.0,0.0,0,0,0.0,6.0,6.0,6.0,3.3333333333333335,9384.65,50471.0,3,1,17,0,0,0,0,0
187291,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9386.75,62706.0,3,1,12,0,0,0,0,0
407377,2.0,4.0,26.0,40813.0,40813.0,680.0,122.0,7,0,2.1666666666666665,3.7142857142857144,0.016661357900668906,0,1,12.0,14.0,2.0,0.15384615384615385,1.5384615384615385,9388.16,86981.0,3,1,41,0,0,0,0,0
822765,1.0,5.0,19.0,32450.0,32450.0,1276.0,230.0,6,0,1.5833333333333333,3.1666666666666665,0.03932203389830508,0,1,1.0,18.0,17.0,8.5,2.3157894736842106,9392.56,73455.0,2,1,32,1,1,0,0,0
764980,0.0,12.0,18.0,30997.0,30997.0,0.0,0.0,8,0,1.5,2.25,0.0,0,0,7.0,11.0,4.0,0.5,1.5555555555555556,9408.34,73455.0,2,1,43,1,1,0,0,0
522408,1.0,12.0,21.0,28513.0,28513.0,0.0,0.0,6,0,1.75,3.5,0.0,0,0,7.0,14.0,7.0,0.875,2.2857142857142856,9409.14,88140.0,3,1,35,0,0,0,0,0
703278,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9409.14,88140.0,3,1,80,0,0,1,1,0
696826,0.0,12.0,22.0,27432.0,27432.0,0.0,0.0,10,0,1.8333333333333333,2.2,0.0,0,0,12.0,10.0,-2.0,-0.15384615384615385,1.6363636363636365,9414.12,179300.0,5,1,53,0,0,0,0,0
161276,4.0,12.0,6.0,8733.0,8733.0,0.0,0.0,3,0,0.5,2.0,0.0,0,0,5.0,1.0,-4.0,-0.6666666666666666,2.0,9414.94,88418.0,4,1,56,0,0,0,0,0
235585,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9415.9,73455.0,2,1,7,1,1,0,0,0
534972,0.0,12.0,27.0,35672.0,35672.0,0.0,0.0,7,0,2.25,3.857142857142857,0.0,0,0,10.0,17.0,7.0,0.6363636363636364,1.3333333333333333,9416.28,90083.0,5,1,47,0,0,0,0,0
439819,0.0,12.0,26.0,44565.0,44565.0,0.0,0.0,9,0,2.1666666666666665,2.888888888888889,0.0,0,0,12.0,14.0,2.0,0.15384615384615385,1.5384615384615385,9416.47,73455.0,2,1,61,1,1,0,0,0
221993,2.0,12.0,3.0,3993.0,3993.0,0.0,0.0,2,0,0.25,1.5,0.0,0,0,0.0,3.0,3.0,3.0,2.6666666666666665,9416.91,83570.0,3,1,17,0,0,0,0,0
810899,0.0,2.0,25.0,29264.0,29264.0,504.0,91.0,9,0,2.0833333333333335,2.7777777777777777,0.01722252597047567,0,1,13.0,12.0,-1.0,-0.07142857142857142,1.28,9419.88,96184.0,3,1,71,0,0,0,0,0
298280,0.0,0.0,14.0,18330.0,18330.0,605.0,109.0,6,0,1.1666666666666667,2.3333333333333335,0.033006001091107476,0,1,8.0,6.0,-2.0,-0.2222222222222222,1.7142857142857142,9420.97,66334.0,3,1,67,0,0,0,0,0
587769,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9421.1,212281.0,5,1,0,0,0,1,1,0
424100,2.0,2.0,8.0,8202.0,8202.0,1070.0,193.0,3,0,0.6666666666666666,2.6666666666666665,0.13045598634479394,0,1,0.0,8.0,8.0,8.0,2.5,9422.57,66498.0,3,1,18,0,0,0,0,0
332077,0.0,12.0,2.0,2252.0,2252.0,0.0,0.0,1,0,0.16666666666666666,2.0,0.0,0,0,0.0,2.0,2.0,2.0,4.0,9424.26,66223.0,3,1,13,0,0,0,0,0
755337,2.0,12.0,15.0,23988.0,23988.0,0.0,0.0,7,0,1.25,2.142857142857143,0.0,0,0,12.0,3.0,-9.0,-0.6923076923076923,1.8666666666666667,9426.38,60379.0,3,1,52,0,0,0,0,0
465980,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9431.38,88519.0,3,1,11,0,0,0,0,0
713831,0.0,3.0,30.0,39409.0,39409.0,539.0,97.0,9,0,2.5,3.3333333333333335,0.013677078839858916,0,1,17.0,13.0,-4.0,-0.2222222222222222,1.6,9435.54,73455.0,2,1,71,1,1,0,0,0
747609,1.0,12.0,5.0,7404.0,7404.0,0.0,0.0,4,0,0.4166666666666667,1.25,0.0,0,0,2.0,3.0,1.0,0.3333333333333333,1.6,9438.92,95530.0,3,1,37,0,0,0,0,0
706199,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9445.65,100140.0,3,1,6,0,0,0,0,0
763797,1.0,1.0,21.0,32647.0,32647.0,1262.0,227.0,7,0,1.75,3.0,0.038655925506172084,0,1,8.0,13.0,5.0,0.5555555555555556,1.9047619047619047,9445.93,88132.0,3,1,29,0,0,0,0,0
581668,3.0,12.0,11.0,11285.0,11285.0,0.0,0.0,4,0,0.9166666666666666,2.75,0.0,0,0,6.0,5.0,-1.0,-0.14285714285714285,1.8181818181818181,9449.75,73455.0,2,1,78,1,1,0,0,0
550519,0.0,12.0,16.0,16208.0,16208.0,0.0,0.0,6,0,1.3333333333333333,2.6666666666666665,0.0,0,0,12.0,4.0,-8.0,-0.6153846153846154,2.25,9453.0,99185.0,3,1,26,0,0,0,0,0
781219,0.0,11.0,22.0,37703.0,37703.0,462.0,83.0,7,0,1.8333333333333333,3.142857142857143,0.012253666816964168,0,1,14.0,8.0,-6.0,-0.4,2.0,9468.51,73455.0,2,1,73,1,1,0,0,0
920657,0.0,12.0,5.0,5335.0,5335.0,0.0,0.0,1,0,0.4166666666666667,5.0,0.0,0,0,0.0,5.0,5.0,5.0,4.0,9470.62,48381.0,3,1,13,0,0,0,0,0
589818,10.0,12.0,2.0,3834.0,3834.0,0.0,0.0,1,0,0.16666666666666666,2.0,0.0,0,0,2.0,0.0,-2.0,-0.6666666666666666,4.0,9472.96,73455.0,2,1,75,1,1,1,1,0
472589,1.0,3.0,9.0,12618.0,12618.0,456.0,82.0,6,0,0.75,1.5,0.03613884926295768,0,1,4.0,5.0,1.0,0.2,1.3333333333333333,9521.22,52226.0,3,1,60,0,0,1,0,1
128611,0.0,8.0,22.0,24411.0,24411.0,569.0,102.0,8,0,1.8333333333333333,2.75,0.023309163901519808,0,1,10.0,12.0,2.0,0.18181818181818182,1.4545454545454546,9521.68,86483.0,3,1,57,0,0,0,0,0
596674,0.0,12.0,26.0,46807.0,46807.0,0.0,0.0,9,0,2.1666666666666665,2.888888888888889,0.0,0,0,10.0,16.0,6.0,0.5454545454545454,2.0,9521.68,86483.0,3,1,59,0,0,0,0,0
702809,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,9538.77,73455.0,2,1,13,1,1,0,0,0
183748,0.0,6.0,23.0,28822.0,28822.0,1010.0,182.0,8,0,1.9166666666666667,2.875,0.03504267573381445,0,1,11.0,12.0,1.0,0.08333333333333333,1.391304347826087,9547.71,57458.0,3,1,67,0,0,0,0,0
910056,0.0,12.0,14.0,27106.0,27106.0,0.0,0.0,5,0,1.1666666666666667,2.8,0.0,0,0,4.0,10.0,6.0,1.2,1.7142857142857142,9547.71,57458.0,3,1,49,0,0,0,0,0
427919,0.0,12.0,21.0,44361.0,44361.0,0.0,0.0,5,0,1.75,4.2,0.0,0,0,5.0,16.0,11.0,1.8333333333333333,2.0952380952380953,9553.42,73455.0,2,1,41,1,1,0,0,0
